Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Janet Richardson,32,Logistics,Logistics Coordinator,4,"Inventory Management, Data Analysis, Supply Chain Management",0.68,,
Teresa White,45,Operations,Operations Manager,7,"Project Management, Time Management, Teamwork, Process Improvement",0.68,,
George Wilson,28,IT,IT Support,0,Networking,0.65,,
Nicole Brown,50,Operations,Operations Manager,11,"Time Management, Risk Management, Project Management, Data Analysis, Process Improvement, Teamwork",0.51,,
Jimmy Riddle,26,Engineering,Junior Engineer,2,Machine Learning,0.82,,
Allison Rivera,30,Operations,Logistics Coordinator,4,"Teamwork, Data Analysis",0.99,,
Michael Mann,30,Engineering,Senior Engineer,6,"Data Analysis, Electrical Engineering",0.9,,
Tamara Robinson,34,Operations,Logistics Coordinator,3,"Risk Management, Time Management",0.79,,
Emma Jones,29,Logistics,Logistics Coordinator,2,"Data Analysis, Networking",0.65,,
Kevin Ruiz,44,Operations,Operations Manager,7,"Data Analysis, Time Management, Teamwork",0.53,,
Jorge Gonzalez,28,Operations,Logistics Coordinator,2,"Risk Management, Time Management",0.77,,
Dr. Rachel Tapia MD,25,Customer Service,Customer Service Executive,0,"Conflict Resolution, Problem Solving",0.99,,
Lynn Bridges,38,Operations,Logistics Coordinator,3,"Process Improvement, Time Management",0.88,,
Jennifer Cooley,45,Operations,Operations Manager,11,"Time Management, Project Management, Data Analysis, Risk Management, Teamwork, Process Improvement",0.95,,
Sandy Wilson,49,Engineering,Senior Engineer,8,"Systems Engineering, Java, Python, CAD Design",0.69,,
William Ortega,41,Engineering,Senior Engineer,7,"CAD Design, Data Analysis, Java, Python",0.67,,
Kevin Morgan,26,Logistics,Logistics Coordinator,1,"Communication, Warehouse Management",0.82,,
Aaron Richardson,45,Operations,Operations Manager,7,"Process Improvement, Risk Management, Teamwork, Project Management",0.83,,
Melissa Anderson,36,Operations,Operations Manager,7,"Risk Management, Time Management, Teamwork",0.95,,
Edward Perez,25,Operations,Logistics Coordinator,1,Risk Management,0.76,,
James Williams,27,Engineering,Junior Engineer,0,"Machine Learning, CAD Design",0.69,,
Elizabeth Glass,48,Engineering,Senior Engineer,7,"CAD Design, Data Analysis, Java, Systems Engineering",0.55,,
Brittany Perez,26,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Teamwork",0.93,,
Christopher Sanchez,40,Engineering,Senior Engineer,7,"Data Analysis, CAD Design, Java",0.8,,
David Ritter,38,Logistics,Logistics Coordinator,4,"Supply Chain Management, Warehouse Management, Networking",0.98,,
Barbara Giles,42,Operations,Operations Manager,12,"Process Improvement, Risk Management, Time Management, Teamwork",0.56,,
Teresa Peterson,26,IT,IT Support,0,"Python, Communication",0.58,,
Tim Walker,45,Operations,Operations Manager,12,"Process Improvement, Time Management, Project Management, Teamwork, Risk Management",0.87,,
John Fernandez,38,Engineering,Engineer,3,"Python, Data Analysis",0.6,,
William Henson,32,Operations,Logistics Coordinator,4,"Teamwork, Process Improvement",0.84,,
Joshua Kelly,49,Operations,Operations Manager,8,"Process Improvement, Project Management, Risk Management, Teamwork",0.6,,
Heather Crane,28,Engineering,Junior Engineer,2,Python,0.85,,
Matthew Sherman,45,Engineering,Senior Engineer,7,"Java, Data Analysis, Systems Engineering",0.72,,
Barbara Reeves,35,Operations,Logistics Coordinator,3,"Process Improvement, Project Management",0.58,,
Elizabeth Wiley,30,Customer Service,Customer Service Executive,3,"Teamwork, Communication, Problem Solving",0.62,,
Joyce Mullins,28,Operations,Logistics Coordinator,2,Teamwork,0.97,,
Patrick Obrien,29,Engineering,Junior Engineer,2,"Data Analysis, Machine Learning",0.89,,
Matthew Robinson,45,Operations,Operations Manager,11,"Time Management, Process Improvement, Teamwork, Data Analysis, Risk Management, Project Management",0.82,,
Patrick Brown,33,Engineering,Engineer,5,"CAD Design, Java",0.95,,
Sheila Singleton,31,Engineering,Engineer,5,"Electrical Engineering, Data Analysis",1.0,,
Patty Curry,37,Operations,Logistics Coordinator,3,"Process Improvement, Teamwork",0.62,,
Anna Hanna,33,Engineering,Engineer,3,"Data Analysis, Java",0.52,,
Kathy Young,40,Engineering,Senior Engineer,9,"Python, Electrical Engineering, Systems Engineering, CAD Design",0.93,,
Denise Stuart,41,Operations,Operations Manager,12,"Risk Management, Data Analysis, Teamwork, Project Management, Time Management, Process Improvement",0.71,,
Christine Reynolds,46,Operations,Operations Manager,7,"Data Analysis, Risk Management, Process Improvement",0.57,,
Derek Cook,28,Customer Service,Customer Service Executive,0,Teamwork,0.68,,
Mr. Kevin Castaneda,35,Operations,Logistics Coordinator,4,"Risk Management, Data Analysis, Teamwork",0.84,,
Ashley Flowers,27,Customer Service,Customer Service Executive,0,Communication,0.79,,
Dr. Michael Jackson Jr.,43,Operations,Operations Manager,9,"Time Management, Process Improvement, Data Analysis",0.54,,
Christina Jackson,33,Engineering,Engineer,5,"Python, Systems Engineering, Data Analysis",0.52,,
Jasmine Stout,28,Operations,Logistics Coordinator,2,Project Management,0.81,,
Dustin Mueller,38,Engineering,Senior Engineer,6,"Java, Electrical Engineering, Python",0.94,,
Brianna Farmer,25,Engineering,Junior Engineer,1,Python,0.78,,
Heather Keller,45,Operations,Operations Manager,12,"Project Management, Teamwork, Process Improvement, Time Management, Risk Management, Data Analysis",0.94,,
Amy Weaver,25,Operations,Logistics Coordinator,1,"Teamwork, Time Management",0.78,,
Douglas Bowen,46,Engineering,Senior Engineer,6,"CAD Design, Java, Electrical Engineering",0.92,,
Tiffany Ferguson,35,Customer Service,Customer Service Executive,3,"Communication, Teamwork",0.99,,
Kathryn Orozco,28,IT,IT Support,2,"Python, Java",0.7,,
Angel May,25,Operations,Logistics Coordinator,2,"Time Management, Process Improvement",0.63,,
Elizabeth Velez,44,Operations,Operations Manager,8,"Risk Management, Project Management, Teamwork",0.86,,
Alexander Mendez,29,Customer Service,Customer Service Executive,0,Customer Relationship Management,0.53,,
Kimberly Morris,27,Engineering,Junior Engineer,1,Electrical Engineering,0.74,,
Deborah Rose,27,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Communication",0.55,,
Jack Thomas,26,Logistics,Logistics Coordinator,1,Networking,0.61,,
Jerome Li,26,IT,IT Support,2,Cybersecurity,0.99,,
Laura Mccoy,26,Logistics,Logistics Coordinator,2,Networking,0.65,,
Mark Smith,43,Operations,Operations Manager,7,"Process Improvement, Data Analysis, Project Management, Time Management",0.77,,
Richard Yates,41,Operations,Operations Manager,7,"Time Management, Project Management, Risk Management",0.88,,
Rachel Bennett,48,Engineering,Senior Engineer,8,"Machine Learning, Data Analysis, Systems Engineering",0.7,,
Megan Smith,33,Engineering,Engineer,3,"CAD Design, Electrical Engineering",0.65,,
Cassandra Palmer,32,Engineering,Engineer,5,"Python, Data Analysis",0.8,,
Jeremy Perry DDS,48,Engineering,Senior Engineer,6,"Java, Machine Learning",0.61,,
Melissa Wilkins,25,Engineering,Junior Engineer,2,"Machine Learning, Electrical Engineering",0.86,,
Darryl Pennington MD,25,Engineering,Junior Engineer,0,Machine Learning,0.7,,
Carlos Black,46,Engineering,Senior Engineer,7,"Java, Data Analysis, Machine Learning, CAD Design",0.59,,
Nicholas Harris,25,IT,IT Support,2,"Networking, Cybersecurity",0.8,,
Brian Hernandez,27,Engineering,Junior Engineer,0,Python,0.55,,
Ashley Cruz,32,Operations,Logistics Coordinator,4,"Process Improvement, Time Management, Project Management",0.91,,
Mallory Stein,37,Operations,Logistics Coordinator,3,"Risk Management, Time Management, Teamwork",0.75,,
Connie Salas,26,Customer Service,Customer Service Executive,2,"Conflict Resolution, Problem Solving",0.63,,
Patrick Rodriguez,47,Engineering,Senior Engineer,7,"CAD Design, Systems Engineering, Electrical Engineering",0.86,,
Rebecca Jones,28,Logistics,Logistics Coordinator,2,"Networking, Communication",0.8,,
Samantha Moreno,38,Engineering,Engineer,3,"Electrical Engineering, Data Analysis",0.82,,
Matthew Smith,26,IT,IT Support,2,Cybersecurity,0.95,,
Melinda Thompson,40,Engineering,Senior Engineer,9,"CAD Design, Java, Systems Engineering, Electrical Engineering",0.96,,
Julie Walker,36,Engineering,Senior Engineer,7,"Systems Engineering, Machine Learning, Python",0.59,,
Daniel Daugherty,33,Logistics,Logistics Coordinator,4,"Data Analysis, Communication, Inventory Management",0.72,,
Bruce Reed,44,Engineering,Senior Engineer,6,"Machine Learning, Data Analysis",0.77,,
Ashley Watson,35,Engineering,Engineer,3,"Python, Electrical Engineering",0.71,,
David Smith,47,Operations,Operations Manager,10,"Process Improvement, Data Analysis, Project Management, Risk Management, Time Management",0.66,,
Jason Wise,27,IT,IT Support,1,"Cloud Computing, Cybersecurity",0.63,,
Catherine Moss,26,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.82,,
Alyssa Vargas,26,Engineering,Junior Engineer,2,"Java, Electrical Engineering",0.68,,
Donna Knox,35,Logistics,Logistics Coordinator,3,"Warehouse Management, Data Analysis",0.93,,
Jodi Castro,42,Engineering,Senior Engineer,8,"Machine Learning, Systems Engineering, Data Analysis",0.57,,
Matthew Robbins,43,Operations,Operations Manager,8,"Data Analysis, Project Management, Risk Management, Teamwork",0.97,,
Aaron Bishop,27,IT,IT Support,2,"Python, Cybersecurity",0.83,,
Leslie Cooper,42,Operations,Operations Manager,7,"Process Improvement, Teamwork, Time Management",0.82,,
Brent Underwood,39,Logistics,Logistics Coordinator,3,"Networking, Inventory Management",0.84,,
Sharon Oliver,34,Operations,Logistics Coordinator,4,"Time Management, Data Analysis, Project Management",0.85,,
Kevin Garcia,39,Operations,Logistics Coordinator,4,"Teamwork, Process Improvement",0.79,,
Tiffany Payne,48,Engineering,Senior Engineer,7,"Machine Learning, Data Analysis, Systems Engineering",0.97,,
Jesus Garcia,35,Logistics,Logistics Coordinator,3,"Networking, Supply Chain Management, Data Analysis",0.58,,
Mary Leon,44,Operations,Operations Manager,8,"Project Management, Time Management, Data Analysis",0.62,,
Jennifer Hernandez,53,Operations,Operations Manager,11,"Data Analysis, Teamwork, Time Management, Project Management, Process Improvement",0.9,,
Michael Smith,45,Operations,Operations Manager,8,"Time Management, Risk Management, Teamwork",0.56,,
Christina Villarreal,35,Logistics,Logistics Coordinator,3,"Inventory Management, Data Analysis",0.78,,
Richard Marquez,30,Engineering,Engineer,3,"Systems Engineering, Machine Learning",0.54,,
Molly Cooper,35,Logistics,Logistics Coordinator,3,"Networking, Communication",0.73,,
Aaron Molina,38,Engineering,Senior Engineer,7,"Java, Systems Engineering, Electrical Engineering",0.77,,
Gail Bender,25,Engineering,Junior Engineer,1,"CAD Design, Machine Learning",0.66,,
Linda Bray,36,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Communication, Problem Solving",0.62,,
Melissa Mendez,25,Engineering,Junior Engineer,0,Systems Engineering,0.91,,
David Vance,39,Engineering,Senior Engineer,6,"Data Analysis, Systems Engineering",0.72,,
Nicholas Johnson,39,Logistics,Logistics Coordinator,4,"Communication, Data Analysis, Warehouse Management",0.84,,
Jacob Garrett,27,Operations,Logistics Coordinator,2,"Process Improvement, Risk Management",0.61,,
David King,45,Operations,Operations Manager,10,"Risk Management, Data Analysis, Process Improvement, Time Management",0.7,,
Savannah Fields,26,Logistics,Logistics Coordinator,1,"Data Analysis, Networking",0.74,,
John Jones,34,Logistics,Logistics Coordinator,4,"Communication, Data Analysis, Supply Chain Management",0.67,,
Donald Lee,29,Engineering,Junior Engineer,2,Python,0.83,,
Keith Johnson,25,Customer Service,Customer Service Executive,2,"Customer Relationship Management, Conflict Resolution",0.86,,
Christina Kane,33,Operations,Logistics Coordinator,4,"Process Improvement, Data Analysis",0.89,,
Steven Bates,40,Operations,Operations Manager,9,"Project Management, Teamwork, Risk Management",0.57,,
Sarah Peterson,28,Operations,Logistics Coordinator,1,Risk Management,0.97,,
Sarah Reed,44,Operations,Operations Manager,12,"Teamwork, Data Analysis, Process Improvement, Project Management, Time Management",0.5,,
Terry Joseph,40,Operations,Operations Manager,12,"Time Management, Data Analysis, Teamwork, Process Improvement, Project Management, Risk Management",0.62,,
Christina Craig,45,Engineering,Senior Engineer,9,"CAD Design, Electrical Engineering, Data Analysis",0.63,,
Elizabeth Cohen,38,Logistics,Logistics Coordinator,3,"Communication, Networking, Data Analysis",0.71,,
Ryan Sanchez,29,IT,IT Support,1,"Cloud Computing, Communication",0.64,,
Michael Martinez,37,Operations,Logistics Coordinator,4,"Time Management, Risk Management",0.96,,
Todd Stewart,41,Operations,Operations Manager,7,"Data Analysis, Teamwork, Process Improvement",0.65,,
Christine Frank,25,Logistics,Logistics Coordinator,1,Warehouse Management,0.78,,
Katelyn Bender MD,27,Engineering,Junior Engineer,0,"Machine Learning, CAD Design",0.89,,
Courtney Phillips,26,Logistics,Logistics Coordinator,2,"Networking, Data Analysis",0.93,,
Charles White,44,Operations,Operations Manager,12,"Project Management, Risk Management, Data Analysis, Teamwork, Process Improvement, Time Management",0.69,,
Cindy West,33,Engineering,Senior Engineer,6,"Data Analysis, Electrical Engineering",0.67,,
Joshua Wall,47,Operations,Operations Manager,12,"Time Management, Project Management, Data Analysis, Risk Management, Process Improvement",0.68,,
Bonnie Johnson,28,Operations,Logistics Coordinator,2,Teamwork,0.88,,
John White,27,Customer Service,Customer Service Executive,0,Teamwork,0.62,,
Jose Miles,34,Engineering,Senior Engineer,7,"Machine Learning, Java, Systems Engineering, Python",0.86,,
Kristen Johnson,27,Customer Service,Customer Service Executive,1,"Teamwork, Communication",0.66,,
Elizabeth Costa,42,Engineering,Senior Engineer,9,"Electrical Engineering, Java, Systems Engineering",0.71,,
Sherri Lowery,33,Operations,Operations Manager,7,"Project Management, Process Improvement, Teamwork, Risk Management",0.7,,
Samuel Lee,33,Engineering,Senior Engineer,6,"Systems Engineering, Data Analysis, Python",0.71,,
Lisa Morales,43,Operations,Operations Manager,12,"Data Analysis, Risk Management, Time Management, Teamwork, Process Improvement",0.52,,
James Crosby,42,Operations,Operations Manager,9,"Process Improvement, Data Analysis, Time Management",0.86,,
Randy Robinson,39,Engineering,Engineer,5,"Machine Learning, Systems Engineering",0.79,,
Gregory Harris,37,Operations,Logistics Coordinator,3,"Data Analysis, Project Management",0.63,,
Leslie Cuevas,36,Customer Service,Customer Service Executive,3,"Communication, Conflict Resolution, Problem Solving",0.94,,
Patrick Parsons,47,Operations,Operations Manager,10,"Time Management, Process Improvement, Teamwork, Project Management, Risk Management",0.95,,
Sean Larson,41,Engineering,Senior Engineer,8,"Data Analysis, Systems Engineering, Java",0.8,,
Jennifer Wise,28,Customer Service,Customer Service Executive,1,Customer Relationship Management,0.78,,
Lisa Morgan,36,Operations,Operations Manager,7,"Process Improvement, Time Management, Data Analysis",1.0,,
Kristopher Strong,41,Operations,Operations Manager,8,"Project Management, Time Management, Data Analysis",0.82,,
Erin Hess,49,Operations,Operations Manager,10,"Teamwork, Risk Management, Project Management, Process Improvement, Time Management",0.84,,
Heather Patel,32,Logistics,Logistics Coordinator,4,"Inventory Management, Supply Chain Management",0.54,,
Ms. Elizabeth Mendoza,52,Operations,Operations Manager,11,"Data Analysis, Risk Management, Time Management, Process Improvement",0.97,,
Jennifer Carr,26,Engineering,Junior Engineer,1,"Data Analysis, Java",0.84,,
Mr. Douglas Thomas,25,IT,IT Support,2,Communication,0.93,,
