Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Theresa Smith,27,Customer Service,Customer Service Executive,2,"Teamwork, Communication",0.57,,
Curtis Stephens,41,Operations,Operations Manager,8,"Time Management, Process Improvement, Risk Management, Project Management",0.71,,
Joseph Atkins,41,Operations,Operations Manager,9,"Data Analysis, Project Management, Time Management",0.76,,
Michael Perez,38,Engineering,Engineer,5,"Python, Systems Engineering, CAD Design",0.57,,
Katelyn Alexander,29,IT,IT Support,1,Cybersecurity,0.6,,
Mike King,30,Engineering,Senior Engineer,6,"Machine Learning, Java",0.57,,
Sheryl Matthews,39,Engineering,Senior Engineer,6,"Data Analysis, Systems Engineering, Machine Learning",0.62,,
Fernando Novak,31,Engineering,Engineer,4,"CAD Design, Systems Engineering",0.81,,
Jamie Reyes,34,Engineering,Engineer,4,"Java, Electrical Engineering",0.79,,
Robert Martinez,53,Operations,Operations Manager,12,"Teamwork, Risk Management, Time Management, Process Improvement",0.64,,
Melissa Padilla,28,IT,IT Support,0,"Java, Communication",0.7,,
Courtney Jones DDS,46,Operations,Operations Manager,7,"Time Management, Risk Management, Project Management",0.78,,
Lori Cabrera,27,Logistics,Logistics Coordinator,1,"Inventory Management, Networking",0.64,,
Ashley Gutierrez,35,Engineering,Engineer,3,"Java, Systems Engineering, CAD Design",0.78,,
David Foster,37,Engineering,Engineer,4,"Machine Learning, Python",0.54,,
Kristin Jackson,32,Operations,Operations Manager,7,"Teamwork, Time Management, Risk Management, Project Management",0.64,,
Regina Berg,35,Logistics,Logistics Coordinator,3,"Warehouse Management, Communication, Supply Chain Management",0.58,,
Christine Reed,25,IT,IT Support,1,Communication,0.82,,
Justin Robinson,28,IT,IT Support,1,Networking,0.53,,
Cassandra Smith,34,Operations,Operations Manager,7,"Risk Management, Teamwork, Data Analysis",0.89,,
Luke Mayo,45,Operations,Operations Manager,10,"Risk Management, Time Management, Teamwork, Process Improvement",0.76,,
Jimmy Price,45,Engineering,Senior Engineer,9,"Python, CAD Design, Systems Engineering, Machine Learning",0.76,,
Tanya Cochran,27,Customer Service,Customer Service Executive,1,Problem Solving,0.92,,
Tom Martin,39,Operations,Operations Manager,7,"Project Management, Process Improvement, Time Management, Teamwork",0.98,,
David Jensen,25,IT,IT Support,1,"Python, System Administration",0.54,,
Julie Gonzalez,39,Operations,Logistics Coordinator,4,"Teamwork, Project Management",0.8,,
Ronnie Martinez,29,IT,IT Support,1,"System Administration, Python",0.64,,
Adam Flores,27,Customer Service,Customer Service Executive,0,Communication,0.97,,
Lonnie May,36,Engineering,Engineer,5,"CAD Design, Machine Learning",0.81,,
Micheal Maxwell,44,Engineering,Senior Engineer,9,"Python, CAD Design, Electrical Engineering, Data Analysis",0.76,,
April Ibarra,27,IT,IT Support,2,Cloud Computing,0.77,,
Ashley Williams,47,Engineering,Senior Engineer,8,"Data Analysis, Python, Electrical Engineering, Systems Engineering",0.94,,
Jenny Ray,43,Operations,Operations Manager,11,"Data Analysis, Process Improvement, Project Management, Teamwork, Time Management, Risk Management",0.89,,
Cameron Myers,27,Logistics,Logistics Coordinator,1,Inventory Management,0.87,,
Michael Mitchell,55,Operations,Operations Manager,12,"Data Analysis, Project Management, Teamwork, Risk Management, Process Improvement",0.58,,
Andrew Tran,25,Customer Service,Customer Service Executive,1,Communication,0.82,,
Gregory Evans,25,Logistics,Logistics Coordinator,1,"Warehouse Management, Networking",0.88,,
Kelly Orr,40,Operations,Operations Manager,7,"Data Analysis, Teamwork, Process Improvement",0.78,,
Mr. Ryan Mckinney,39,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Teamwork",0.82,,
Sheila Williams,37,Logistics,Logistics Coordinator,3,"Data Analysis, Inventory Management",0.6,,
William Morton,26,Engineering,Junior Engineer,0,Electrical Engineering,0.72,,
Jamie Thompson,29,Customer Service,Customer Service Executive,2,Problem Solving,0.98,,
Karina Riddle,25,Logistics,Logistics Coordinator,1,"Networking, Supply Chain Management",0.52,,
Robin Patrick,27,IT,IT Support,0,"Communication, Python",0.62,,
Russell Cruz,43,Operations,Operations Manager,11,"Project Management, Data Analysis, Time Management, Risk Management, Teamwork",0.54,,
Cameron Lowe Jr.,37,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Problem Solving",0.99,,
Crystal Soto,51,Operations,Operations Manager,14,"Time Management, Data Analysis, Risk Management, Teamwork",0.99,,
Antonio Smith,25,Engineering,Junior Engineer,1,Systems Engineering,0.63,,
Jeremy Aguilar,33,Logistics,Logistics Coordinator,3,"Warehouse Management, Communication, Networking",0.6,,
Nathan Thomas,29,Customer Service,Customer Service Executive,2,Communication,0.51,,
Timothy Maldonado,53,Operations,Operations Manager,11,"Data Analysis, Teamwork, Process Improvement, Risk Management",0.63,,
Thomas Johnson,34,Engineering,Engineer,3,"Java, Python",0.57,,
Kimberly Evans,38,Operations,Operations Manager,7,"Time Management, Process Improvement, Teamwork",0.57,,
John White,31,Operations,Logistics Coordinator,3,"Data Analysis, Project Management, Teamwork",0.76,,
Kelly Williams,27,Engineering,Junior Engineer,1,Data Analysis,0.68,,
Sharon Brooks,38,Operations,Logistics Coordinator,4,"Risk Management, Project Management, Process Improvement",0.91,,
Laura Reynolds,40,Operations,Operations Manager,8,"Time Management, Process Improvement, Data Analysis",0.9,,
David Lynch,29,Customer Service,Customer Service Executive,0,"Problem Solving, Teamwork",0.83,,
Kyle Walker,44,Engineering,Senior Engineer,9,"Machine Learning, Electrical Engineering, Java, Data Analysis",0.85,,
Mary Proctor,38,Customer Service,Customer Service Executive,3,"Teamwork, Communication, Customer Relationship Management",0.85,,
Shelly Dorsey,34,Logistics,Logistics Coordinator,3,"Networking, Warehouse Management",0.71,,
Christopher Waters,49,Operations,Operations Manager,8,"Data Analysis, Process Improvement, Teamwork",0.85,,
Regina Colon,27,Logistics,Logistics Coordinator,1,Warehouse Management,0.61,,
John Russell,38,Customer Service,Customer Service Executive,3,"Communication, Conflict Resolution, Teamwork",0.9,,
Melissa Williamson,35,Customer Service,Customer Service Executive,3,"Problem Solving, Communication",0.71,,
Jennifer Campos,28,Customer Service,Customer Service Executive,0,Teamwork,0.72,,
Evan Perry,51,Operations,Operations Manager,10,"Risk Management, Time Management, Project Management, Process Improvement, Data Analysis, Teamwork",0.99,,
Jamie Patton,39,Customer Service,Customer Service Executive,3,"Problem Solving, Customer Relationship Management",0.77,,
Shannon Parsons,29,Customer Service,Customer Service Executive,2,Conflict Resolution,0.86,,
Carrie Ford,27,IT,IT Support,1,"Cloud Computing, Cybersecurity",0.93,,
Megan West,32,Customer Service,Customer Service Executive,3,"Problem Solving, Teamwork",0.75,,
Jessica Hernandez,32,Engineering,Engineer,4,"Data Analysis, Java",0.75,,
Joseph Floyd,50,Operations,Operations Manager,12,"Process Improvement, Teamwork, Risk Management, Time Management, Project Management, Data Analysis",0.75,,
George Williams,25,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Communication",0.53,,
Tara Clements,30,Engineering,Engineer,3,"Data Analysis, Java",0.89,,
John Quinn,41,Engineering,Senior Engineer,9,"Electrical Engineering, Data Analysis, CAD Design, Systems Engineering",0.8,,
Shannon Moore,27,Operations,Logistics Coordinator,1,Project Management,0.98,,
Heather King,31,Engineering,Senior Engineer,6,"Python, CAD Design",0.75,,
Christopher Watts,27,Engineering,Junior Engineer,0,Java,0.64,,
Todd Fuentes,25,IT,IT Support,2,"Communication, Java",0.84,,
Adrian Gray,34,Logistics,Logistics Coordinator,4,"Communication, Supply Chain Management",0.67,,
Susan Warren,30,Engineering,Engineer,3,"Electrical Engineering, Java",0.84,,
Christine Farley,34,Engineering,Senior Engineer,7,"CAD Design, Electrical Engineering, Java",0.62,,
Raymond Miller,48,Engineering,Senior Engineer,7,"Data Analysis, Systems Engineering, CAD Design",0.54,,
Heather Hendricks,26,Customer Service,Customer Service Executive,1,"Customer Relationship Management, Communication",0.89,,
Justin Vargas,26,Logistics,Logistics Coordinator,1,Supply Chain Management,0.64,,
Janice Bowen,28,IT,IT Support,2,"System Administration, Python",0.67,,
Jody Hinton,36,Engineering,Senior Engineer,7,"Systems Engineering, Machine Learning, Data Analysis, CAD Design",0.62,,
William Pugh,38,Engineering,Engineer,4,"Python, Machine Learning, CAD Design",0.73,,
Taylor Craig,26,Logistics,Logistics Coordinator,1,"Inventory Management, Data Analysis",0.57,,
Adam Walker,48,Engineering,Senior Engineer,9,"Electrical Engineering, Systems Engineering, Data Analysis, Python",0.72,,
Scott Ruiz,26,Customer Service,Customer Service Executive,2,"Teamwork, Customer Relationship Management",0.52,,
Benjamin Nguyen,55,Operations,Operations Manager,11,"Project Management, Time Management, Data Analysis, Process Improvement",0.84,,
Dale Mata,39,Operations,Operations Manager,7,"Risk Management, Time Management, Data Analysis",0.67,,
Edward Brown,27,Logistics,Logistics Coordinator,1,"Warehouse Management, Supply Chain Management",0.72,,
Christy Dixon,27,Logistics,Logistics Coordinator,1,Warehouse Management,0.73,,
Karen Lucas,25,Customer Service,Customer Service Executive,2,"Problem Solving, Customer Relationship Management",0.56,,
Desiree Carpenter,32,Engineering,Senior Engineer,6,"Electrical Engineering, Data Analysis, Machine Learning",0.63,,
Tim Ross,26,Logistics,Logistics Coordinator,1,Communication,0.54,,
John Mason,41,Operations,Operations Manager,7,"Data Analysis, Risk Management, Teamwork, Time Management",0.68,,
Leslie Tate,44,Engineering,Senior Engineer,7,"Electrical Engineering, Data Analysis, Java",0.64,,
Rebecca Watson,54,Operations,Operations Manager,13,"Time Management, Process Improvement, Risk Management, Project Management, Data Analysis, Teamwork",0.53,,
Anthony Ray,33,Operations,Operations Manager,7,"Process Improvement, Project Management, Teamwork, Risk Management",0.51,,
Joshua Butler,49,Operations,Operations Manager,7,"Project Management, Teamwork, Risk Management",0.82,,
Matthew Townsend DVM,33,Engineering,Engineer,4,"Java, Systems Engineering, Data Analysis",0.71,,
Sheila Huber,36,Operations,Logistics Coordinator,3,"Project Management, Process Improvement",0.78,,
Adam Marquez,28,Operations,Logistics Coordinator,2,Data Analysis,0.98,,
Lynn Rogers,47,Engineering,Senior Engineer,7,"Electrical Engineering, Python, CAD Design",0.93,,
Sarah Trujillo,30,Logistics,Logistics Coordinator,3,"Warehouse Management, Communication, Supply Chain Management",0.92,,
Jay Buchanan,30,Operations,Operations Manager,7,"Risk Management, Process Improvement, Data Analysis",0.7,,
Elizabeth Mcintosh,40,Operations,Operations Manager,7,"Teamwork, Process Improvement, Project Management, Risk Management",0.74,,
Thomas Roberts DDS,33,Operations,Logistics Coordinator,3,"Risk Management, Time Management",0.98,,
Rachel Harris,33,Engineering,Engineer,3,"Java, CAD Design, Systems Engineering",0.87,,
Stephen Higgins,55,Operations,Operations Manager,11,"Data Analysis, Project Management, Time Management, Teamwork",0.77,,
Tiffany Bender,40,Operations,Operations Manager,7,"Project Management, Time Management, Teamwork",0.95,,
Julie Baker,49,Engineering,Senior Engineer,6,"Machine Learning, Java",0.65,,
Anne Austin,44,Operations,Operations Manager,10,"Time Management, Data Analysis, Project Management, Risk Management, Teamwork, Process Improvement",0.89,,
Thomas Stephens,35,Logistics,Logistics Coordinator,3,"Supply Chain Management, Networking, Warehouse Management",0.54,,
Roger Black MD,33,Engineering,Engineer,5,"Systems Engineering, Java",0.92,,
Christina Chavez,37,Operations,Logistics Coordinator,3,"Project Management, Teamwork",0.5,,
Molly Williams,28,Engineering,Junior Engineer,2,Data Analysis,0.53,,
Matthew Powell,29,Customer Service,Customer Service Executive,1,"Communication, Teamwork",0.54,,
Sydney Thompson,47,Engineering,Senior Engineer,9,"Systems Engineering, Java, Electrical Engineering",0.55,,
Annette Brown,29,Engineering,Junior Engineer,2,"Python, Java",0.91,,
Ana Watts,44,Operations,Operations Manager,7,"Process Improvement, Risk Management, Data Analysis",0.89,,
Krystal Alexander,28,Engineering,Junior Engineer,0,Data Analysis,0.55,,
Thomas Wagner,33,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Teamwork",0.55,,
Michael Jones,25,IT,IT Support,2,System Administration,0.57,,
Andrea Mckee,34,Customer Service,Customer Service Executive,3,"Communication, Customer Relationship Management, Teamwork",0.79,,
Sarah Mayer,34,Logistics,Logistics Coordinator,4,"Communication, Data Analysis",0.73,,
Patricia Miller,35,Logistics,Logistics Coordinator,3,"Communication, Supply Chain Management, Inventory Management",0.64,,
Chad Mckay,32,Engineering,Engineer,4,"Electrical Engineering, Machine Learning, CAD Design",0.99,,
Joseph Rodriguez,25,Operations,Logistics Coordinator,2,"Data Analysis, Teamwork",0.56,,
Clayton Figueroa,50,Operations,Operations Manager,10,"Process Improvement, Risk Management, Data Analysis, Time Management, Teamwork, Project Management",0.97,,
Brian Dorsey,38,Engineering,Engineer,3,"Machine Learning, Electrical Engineering",0.52,,
Rachel Wells,36,Logistics,Logistics Coordinator,4,"Inventory Management, Warehouse Management",0.5,,
Adrian Murphy,38,Logistics,Logistics Coordinator,3,"Warehouse Management, Supply Chain Management",0.59,,
Jennifer Torres,25,Logistics,Logistics Coordinator,2,"Supply Chain Management, Communication",0.78,,
Richard Love,36,Logistics,Logistics Coordinator,3,"Networking, Inventory Management",0.72,,
Anna Rose,39,Logistics,Logistics Coordinator,3,"Warehouse Management, Networking, Inventory Management",0.9,,
Susan Francis,38,Logistics,Logistics Coordinator,4,"Inventory Management, Supply Chain Management",0.87,,
Robin Smith,29,Operations,Logistics Coordinator,1,Time Management,0.53,,
Jacob Barron,47,Operations,Operations Manager,9,"Process Improvement, Risk Management, Time Management",0.81,,
Robin Carr,33,Operations,Logistics Coordinator,3,"Process Improvement, Risk Management",0.64,,
Erik Doyle,38,Logistics,Logistics Coordinator,3,"Supply Chain Management, Communication",0.51,,
Kenneth Robinson,32,Engineering,Engineer,5,"Python, Machine Learning",0.9,,
Willie Duncan,28,Customer Service,Customer Service Executive,1,Teamwork,0.73,,
Matthew Duncan,29,Customer Service,Customer Service Executive,2,Teamwork,0.53,,
Daniel Baker,25,Engineering,Junior Engineer,2,Electrical Engineering,0.75,,
Richard Walters,34,Customer Service,Customer Service Executive,3,"Teamwork, Problem Solving, Communication",0.52,,
Dennis Lewis,27,Engineering,Junior Engineer,0,"Python, Machine Learning",0.97,,
Connie Morrow,44,Engineering,Senior Engineer,7,"CAD Design, Machine Learning, Java, Python",0.91,,
Mary Williams,55,Operations,Operations Manager,10,"Process Improvement, Time Management, Risk Management, Project Management",0.92,,
Brandi Nixon,36,Operations,Logistics Coordinator,3,"Data Analysis, Time Management",0.62,,
Kimberly Fuentes,53,Operations,Operations Manager,14,"Time Management, Project Management, Risk Management, Teamwork, Process Improvement",0.92,,
Alexis Powell,30,Engineering,Senior Engineer,6,"CAD Design, Java, Machine Learning",0.71,,
Jason Hicks,33,Engineering,Engineer,5,"Python, Electrical Engineering, Machine Learning",0.84,,
Taylor Skinner,26,Operations,Logistics Coordinator,2,"Teamwork, Risk Management",0.89,,
Alexander Marshall,37,Logistics,Logistics Coordinator,3,"Inventory Management, Data Analysis",0.57,,
James Zuniga,43,Operations,Operations Manager,10,"Teamwork, Risk Management, Time Management, Process Improvement",0.56,,
