Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Dr. Sarah Hill,33,Engineering,Engineer,4,"Systems Engineering, CAD Design, Data Analysis",0.75,,NA
Danielle Adkins,28,Engineering,Junior Engineer,0,"Machine Learning, Java",0.56,,NA
Bruce Serrano,30,Engineering,Engineer,3,"CAD Design, Machine Learning, Java",0.74,,NA
Anita Williams,29,Customer Service,Customer Service Executive,1,Conflict Resolution,0.83,,NA
Sherry Crawford,29,Customer Service,Customer Service Executive,1,Teamwork,0.97,,NA
Robert Jacobson,47,Operations,Operations Manager,11,"Time Management, Process Improvement, Data Analysis, Project Management, Teamwork, Risk Management",0.55,NA,
Linda Ashley,25,IT,IT Support,0,Java,0.51,,NA
Angel Vang,49,Engineering,Senior Engineer,8,"Data Analysis, Systems Engineering, Java, CAD Design",0.96,NA,
Crystal Johnson,35,Logistics,Logistics Coordinator,3,"Supply Chain Management, Data Analysis, Warehouse Management",0.72,,NA
Robert Powers,40,Operations,Operations Manager,11,"Data Analysis, Risk Management, Project Management, Teamwork",0.84,NA,
Alexis Jefferson,39,Operations,Logistics Coordinator,3,"Risk Management, Process Improvement",0.54,,NA
Danielle Brown,35,Engineering,Engineer,3,"Python, Java",0.6,,NA
Nicholas Meadows,25,Engineering,Junior Engineer,2,"Python, Electrical Engineering",0.6,,NA
Taylor Vega,45,Operations,Operations Manager,10,"Data Analysis, Project Management, Risk Management, Teamwork",0.68,NA,
Alexa Ward,37,Customer Service,Customer Service Executive,3,"Teamwork, Communication",0.66,,NA
Mary Thompson,27,Logistics,Logistics Coordinator,1,Data Analysis,0.87,,NA
Melissa Mendoza,55,Operations,Operations Manager,14,"Teamwork, Process Improvement, Risk Management, Time Management, Data Analysis, Project Management",0.57,NA,
Kayla Smith,27,Engineering,Junior Engineer,1,"Systems Engineering, Data Analysis",0.83,,NA
Jeffrey Cobb,25,Engineering,Junior Engineer,1,Data Analysis,0.67,,NA
Shane Robinson,25,IT,IT Support,1,"System Administration, Communication",0.94,,NA
Julie Miller,29,Engineering,Junior Engineer,2,Python,0.99,,NA
Maria Ruiz,31,Engineering,Senior Engineer,7,"Electrical Engineering, Machine Learning, Data Analysis",0.96,NA,
Angela Taylor,41,Operations,Operations Manager,9,"Process Improvement, Data Analysis, Project Management, Time Management",0.86,NA,
Susan Romero,36,Logistics,Logistics Coordinator,3,"Warehouse Management, Inventory Management, Data Analysis",0.62,,NA
Willie Perez,33,Logistics,Logistics Coordinator,4,"Data Analysis, Networking",0.98,,NA
Brian Young,31,Operations,Logistics Coordinator,3,"Project Management, Data Analysis",0.68,,NA
Abigail Fisher,25,Operations,Logistics Coordinator,1,Risk Management,0.69,,NA
Juan Cabrera,43,Operations,Operations Manager,11,"Process Improvement, Project Management, Time Management, Teamwork, Risk Management, Data Analysis",0.6,NA,
Patrick Wright,29,Engineering,Junior Engineer,2,Data Analysis,0.63,,NA
Elizabeth Mcpherson,30,Engineering,Senior Engineer,7,"Java, CAD Design, Python",0.68,NA,
Kayla Higgins,32,Customer Service,Customer Service Executive,3,"Conflict Resolution, Customer Relationship Management, Teamwork",0.82,,NA
Christopher Castro,25,IT,IT Support,1,"Java, System Administration",0.86,,NA
Nichole Coleman,25,Engineering,Junior Engineer,2,Machine Learning,0.8,,NA
Justin Graham,35,Engineering,Senior Engineer,6,"CAD Design, Data Analysis, Electrical Engineering",0.64,NA,
Kelly Jones,25,Customer Service,Customer Service Executive,1,"Problem Solving, Conflict Resolution",0.79,,NA
Megan Young DDS,26,Engineering,Junior Engineer,2,"Machine Learning, Java",0.88,,NA
John Lewis,30,Logistics,Logistics Coordinator,3,"Networking, Inventory Management",0.6,,NA
Malik Bates,26,IT,IT Support,0,Python,0.91,,NA
Tara Miller,38,Engineering,Engineer,3,"CAD Design, Electrical Engineering, Systems Engineering",0.89,,NA
Matthew Garcia,26,Customer Service,Customer Service Executive,1,"Customer Relationship Management, Conflict Resolution",0.55,,NA
Terri Tucker,30,Customer Service,Customer Service Executive,3,"Conflict Resolution, Teamwork",0.59,,NA
Meagan Mcfarland,35,Logistics,Logistics Coordinator,4,"Supply Chain Management, Data Analysis, Warehouse Management",0.74,,NA
Nathan Daniel,42,Operations,Operations Manager,8,"Data Analysis, Risk Management, Time Management, Teamwork",0.72,NA,
Laura Castaneda,25,Customer Service,Customer Service Executive,2,"Customer Relationship Management, Communication",0.7,,NA
Anne Williams,37,Logistics,Logistics Coordinator,3,"Warehouse Management, Communication, Supply Chain Management",0.76,,NA
Samantha Green,42,Engineering,Senior Engineer,7,"Electrical Engineering, Data Analysis, CAD Design, Python",0.7,NA,
Thomas Moore,25,IT,IT Support,0,Networking,0.97,,NA
Stephanie Brown,25,IT,IT Support,0,Cybersecurity,0.51,,NA
Michelle Paul,55,Operations,Operations Manager,13,"Risk Management, Time Management, Data Analysis, Process Improvement, Project Management, Teamwork",0.81,NA,
Bradley Robinson,26,Customer Service,Customer Service Executive,0,Problem Solving,1.0,,NA
Megan Parks,26,Logistics,Logistics Coordinator,2,Networking,0.82,,NA
Margaret Parker,30,Engineering,Senior Engineer,7,"Machine Learning, Java, Data Analysis",0.63,NA,
Casey Tanner,49,Operations,Operations Manager,11,"Risk Management, Teamwork, Process Improvement, Data Analysis, Project Management",0.77,NA,
Elizabeth Barton,39,Engineering,Senior Engineer,7,"Machine Learning, Python, Java, Data Analysis",0.95,NA,
Latoya Blair,29,Engineering,Junior Engineer,2,Python,0.83,,NA
Troy Rodriguez,28,Engineering,Junior Engineer,1,Java,0.98,,NA
Anthony Jones,39,Engineering,Senior Engineer,7,"Data Analysis, Machine Learning, Electrical Engineering",0.96,NA,
Christopher Rodriguez,54,Operations,Operations Manager,12,"Risk Management, Teamwork, Project Management, Process Improvement",0.88,NA,
John Whitehead,52,Operations,Operations Manager,14,"Process Improvement, Risk Management, Project Management, Data Analysis, Time Management, Teamwork",0.83,NA,
Christopher Ballard,25,Operations,Logistics Coordinator,1,"Project Management, Time Management",0.78,,NA
Gregg Taylor,38,Logistics,Logistics Coordinator,4,"Communication, Supply Chain Management",0.56,,NA
Stephanie Clark,32,Logistics,Logistics Coordinator,4,"Inventory Management, Warehouse Management",0.64,,NA
Natasha Gibbs,38,Engineering,Senior Engineer,7,"CAD Design, Electrical Engineering, Data Analysis, Systems Engineering",0.53,NA,
Tyler Olson,31,Operations,Logistics Coordinator,4,"Risk Management, Process Improvement",0.55,,NA
Ruben Nelson,27,IT,IT Support,0,"System Administration, Cloud Computing",0.57,,NA
Adam Flores,33,Engineering,Senior Engineer,6,"Machine Learning, CAD Design, Electrical Engineering",0.66,NA,
Gregory Molina,41,Operations,Operations Manager,8,"Process Improvement, Data Analysis, Teamwork, Time Management",0.77,NA,
Dr. Ronald Hunter,39,Customer Service,Customer Service Executive,3,"Teamwork, Customer Relationship Management",0.66,,NA
Lisa Baxter,26,Engineering,Junior Engineer,1,CAD Design,0.91,,NA
Amanda Green,33,Engineering,Engineer,3,"Systems Engineering, Python, Machine Learning",0.86,,NA
Dustin Williams,34,Operations,Logistics Coordinator,3,"Process Improvement, Risk Management",0.84,,NA
Mrs. Sierra Brown,28,IT,IT Support,1,"Cybersecurity, Communication",0.82,,NA
Regina Burns,27,Operations,Logistics Coordinator,1,"Process Improvement, Data Analysis",0.8,,NA
Molly Gonzalez,29,Logistics,Logistics Coordinator,2,"Supply Chain Management, Communication",0.74,,NA
Casey Zimmerman,29,Operations,Logistics Coordinator,2,Data Analysis,0.52,,NA
Bradley Delgado,27,IT,IT Support,0,"Networking, Java",0.79,,NA
Robert Aguirre,31,Engineering,Engineer,3,"CAD Design, Java",0.51,,NA
Russell Lambert,25,IT,IT Support,1,Cloud Computing,0.71,,NA
James Peterson,47,Engineering,Senior Engineer,7,"Electrical Engineering, Machine Learning, Systems Engineering",0.9,NA,
John Barber,29,Customer Service,Customer Service Executive,0,Problem Solving,0.55,,NA
Samuel Morrow,38,Engineering,Senior Engineer,7,"CAD Design, Machine Learning, Systems Engineering",0.9,NA,
Sarah Mcdonald,46,Operations,Operations Manager,9,"Process Improvement, Project Management, Risk Management",0.77,NA,
Kimberly Anderson,27,IT,IT Support,1,"Python, System Administration",0.5,,NA
Jessica Brown,33,Operations,Operations Manager,7,"Teamwork, Project Management, Risk Management",0.96,NA,
Brian Moore,25,Engineering,Junior Engineer,0,Electrical Engineering,0.51,,NA
Christine Smith,32,Customer Service,Customer Service Executive,3,"Teamwork, Conflict Resolution",0.78,,NA
Jeffrey Wilson,33,Customer Service,Customer Service Executive,3,"Communication, Teamwork",0.77,,NA
Kristin Moody,48,Operations,Operations Manager,9,"Project Management, Teamwork, Risk Management, Time Management",0.78,NA,
Amanda Guzman,30,Engineering,Senior Engineer,7,"Data Analysis, Electrical Engineering, Systems Engineering",0.69,NA,
Patricia French,26,IT,IT Support,0,"Python, System Administration",0.93,,NA
Felicia Booth,48,Engineering,Senior Engineer,8,"Java, Python, CAD Design",0.65,NA,
Natalie Owens,28,IT,IT Support,1,Python,0.95,,NA
Cindy Gutierrez,26,Operations,Logistics Coordinator,1,"Project Management, Teamwork",0.87,,NA
Tiffany Braun,37,Engineering,Engineer,4,"Machine Learning, Electrical Engineering, Data Analysis",0.99,,NA
Kevin Marshall,37,Operations,Logistics Coordinator,4,"Data Analysis, Process Improvement, Project Management",0.94,,NA
Kevin Howard,25,Engineering,Junior Engineer,2,Data Analysis,0.83,,NA
Gregory Patterson,41,Engineering,Senior Engineer,7,"Python, CAD Design, Machine Learning, Systems Engineering",0.8,NA,
Daniel Marquez,39,Operations,Logistics Coordinator,4,"Teamwork, Process Improvement, Data Analysis",0.84,,NA
Teresa Rivera,48,Operations,Operations Manager,10,"Teamwork, Project Management, Risk Management, Time Management",0.51,NA,
Nancy Barnett,42,Operations,Operations Manager,8,"Time Management, Teamwork, Project Management, Risk Management",0.76,NA,
Rebecca Adams,35,Engineering,Senior Engineer,6,"Java, Systems Engineering",0.67,NA,
Tanya Vasquez,47,Operations,Operations Manager,9,"Project Management, Data Analysis, Time Management, Process Improvement",0.9,NA,
Nicole Cox,37,Logistics,Logistics Coordinator,3,"Supply Chain Management, Warehouse Management",0.95,,NA
Christina Holden,30,Customer Service,Customer Service Executive,3,"Problem Solving, Teamwork",0.93,,NA
Chase Williams,28,Engineering,Junior Engineer,2,"Python, Systems Engineering",0.8,,NA
Melissa Mills,28,IT,IT Support,0,"Networking, Python",0.76,,NA
Brent Goodwin,31,Engineering,Engineer,4,"Data Analysis, Systems Engineering, Python",0.72,,NA
Benjamin Ware,27,Engineering,Junior Engineer,1,"Data Analysis, Java",0.66,,NA
Wendy Walker,41,Operations,Operations Manager,8,"Process Improvement, Risk Management, Time Management",0.9,NA,
Samantha Fletcher,30,Engineering,Senior Engineer,6,"Data Analysis, CAD Design",0.74,NA,
Ms. Sarah Watson DDS,29,Logistics,Logistics Coordinator,1,"Inventory Management, Data Analysis",0.62,,NA
Michael Johnson,28,IT,IT Support,0,"Python, Communication",0.89,,NA
Debra Williams,27,Customer Service,Customer Service Executive,0,Customer Relationship Management,0.63,,NA
Shannon Hill,52,Operations,Operations Manager,13,"Time Management, Project Management, Process Improvement, Data Analysis, Risk Management",0.95,NA,
Kevin Nunez,31,Operations,Operations Manager,7,"Risk Management, Time Management, Project Management, Process Improvement",0.82,NA,
Sherry Williams,34,Engineering,Senior Engineer,6,"Electrical Engineering, CAD Design",0.67,NA,
Alicia Walker,34,Engineering,Engineer,4,"Machine Learning, CAD Design",0.65,,NA
Cindy Crawford,44,Engineering,Senior Engineer,8,"Java, Machine Learning, Systems Engineering",0.93,NA,
Christopher Walker,28,Engineering,Junior Engineer,2,Data Analysis,0.65,,NA
Tyler Fernandez,29,Operations,Logistics Coordinator,1,Process Improvement,0.82,,NA
Joseph Long,26,IT,IT Support,2,Java,0.96,,NA
Heather Ross,49,Engineering,Senior Engineer,7,"Machine Learning, Data Analysis, Python, Electrical Engineering",0.61,NA,
Micheal Mitchell,29,Engineering,Junior Engineer,1,Data Analysis,0.9,,NA
James Fox,55,Operations,Operations Manager,10,"Risk Management, Time Management, Data Analysis, Teamwork, Process Improvement, Project Management",0.69,NA,
Larry Young,25,Operations,Logistics Coordinator,2,"Teamwork, Project Management",0.8,,NA
Jennifer Washington,37,Customer Service,Customer Service Executive,3,"Conflict Resolution, Communication, Customer Relationship Management",0.93,,NA
Stephanie Ward,32,Logistics,Logistics Coordinator,4,"Communication, Data Analysis, Networking",0.56,,NA
Amber Johnson,39,Operations,Operations Manager,7,"Risk Management, Time Management, Teamwork",0.98,NA,
Wendy Santiago,33,Engineering,Engineer,4,"Java, Systems Engineering",0.6,,NA
Tina Simon,29,IT,IT Support,1,"Java, Networking",0.63,,NA
Tricia Moore,32,Engineering,Senior Engineer,7,"Java, Machine Learning, Systems Engineering",0.65,NA,
Michele Padilla,36,Operations,Logistics Coordinator,4,"Time Management, Teamwork",0.54,,NA
Susan Ellis,30,Engineering,Engineer,5,"Data Analysis, CAD Design",0.85,NA,
Tony Santiago,42,Operations,Operations Manager,11,"Risk Management, Data Analysis, Teamwork, Process Improvement",0.66,NA,
Emily Potter,26,IT,IT Support,0,"System Administration, Python",1.0,,NA
Daniel White,38,Operations,Logistics Coordinator,3,"Project Management, Time Management, Teamwork",0.5,,NA
Alyssa Carlson,27,Logistics,Logistics Coordinator,2,Networking,0.64,,NA
Jill Blankenship,52,Operations,Operations Manager,13,"Teamwork, Project Management, Data Analysis, Time Management, Process Improvement",0.77,NA,
Drew Rodriguez,29,Engineering,Junior Engineer,1,"Electrical Engineering, Data Analysis",0.7,,NA
Lisa Ferguson,55,Operations,Operations Manager,14,"Data Analysis, Project Management, Risk Management, Teamwork",0.56,NA,
Donald Dixon,34,Engineering,Engineer,4,"Systems Engineering, Machine Learning",0.78,,NA
Devon Ibarra,35,Operations,Logistics Coordinator,4,"Project Management, Time Management, Data Analysis",0.6,,NA
Mike Koch,29,IT,IT Support,1,Cybersecurity,0.68,,NA
Leslie Evans,25,Operations,Logistics Coordinator,1,"Process Improvement, Project Management",0.61,,NA
Cody Mccullough,41,Operations,Operations Manager,12,"Risk Management, Time Management, Project Management, Process Improvement",0.62,NA,
Michael Werner,42,Operations,Operations Manager,9,"Teamwork, Risk Management, Process Improvement",0.76,NA,
Jacob Parker,48,Engineering,Senior Engineer,8,"CAD Design, Java, Electrical Engineering, Python",0.69,NA,
Stacy Fisher,28,IT,IT Support,1,"Cloud Computing, System Administration",0.89,,NA
Lindsay Reynolds,38,Engineering,Engineer,4,"CAD Design, Java",0.51,,NA
Dillon Wallace,27,Operations,Logistics Coordinator,2,Teamwork,0.98,,NA
Dawn Osborne,47,Engineering,Senior Engineer,6,"CAD Design, Python, Java",0.88,NA,
Jacob Irwin,25,Operations,Logistics Coordinator,2,Teamwork,0.71,,NA
Kim Cooper,47,Operations,Operations Manager,8,"Teamwork, Risk Management, Time Management",0.71,NA,
Chelsea Guerrero,35,Engineering,Engineer,3,"Data Analysis, Electrical Engineering, Systems Engineering",0.55,,NA
James Curtis,26,Customer Service,Customer Service Executive,0,"Teamwork, Communication",0.73,,NA
James Middleton,43,Engineering,Senior Engineer,8,"Systems Engineering, Machine Learning, Python, Electrical Engineering",0.91,NA,
Ashley Obrien,28,Engineering,Junior Engineer,2,Data Analysis,0.8,,NA
Carlos Steele,47,Operations,Operations Manager,9,"Teamwork, Time Management, Project Management",0.63,NA,
Kyle Landry,39,Operations,Logistics Coordinator,3,"Project Management, Teamwork",0.95,,NA
Stephanie Ramirez,28,Operations,Logistics Coordinator,2,Teamwork,0.85,,NA
Troy Townsend,37,Operations,Logistics Coordinator,4,"Project Management, Process Improvement, Time Management",0.89,,NA
Claudia Dudley,39,Engineering,Senior Engineer,7,"Python, Machine Learning, Systems Engineering",0.85,NA,
Christopher Martin,32,Operations,Logistics Coordinator,4,"Risk Management, Data Analysis, Project Management",0.86,,NA
Daniel Crawford,31,Engineering,Engineer,5,"Systems Engineering, Machine Learning, Electrical Engineering",0.91,NA,
Jason Ellis,34,Customer Service,Customer Service Executive,3,"Communication, Conflict Resolution, Customer Relationship Management",0.56,,NA
Amanda Williams,26,Engineering,Junior Engineer,0,"Java, Python",0.96,,NA
Mrs. Carolyn Aguilar,54,Operations,Operations Manager,11,"Data Analysis, Risk Management, Teamwork, Time Management, Project Management, Process Improvement",0.94,NA,
Catherine Cruz,27,Operations,Logistics Coordinator,2,"Risk Management, Process Improvement",0.76,,NA
Heather Williams,32,Logistics,Logistics Coordinator,4,"Inventory Management, Networking",0.61,,NA
Henry Lawson,45,Operations,Operations Manager,11,"Time Management, Risk Management, Project Management, Process Improvement",0.9,NA,
